record_id,record_type,need_id,need_rank,need_path,fulfillment_id,fulfillment_class,category_original,category_group_id,page_id,product_node_id,item_name,manufacturer,model_part_number,source_uid,source_vendor,source_record_id,source_url,record_status,availability,recall_class,risk_type,problem,recommended_action,last_updated,archived,catalog_year,historical_price_usd,currency,total_cost,fulfillment_score,value_score,need_match_score,survival_value,durability,risk,evidence_score,evidence,source_language
HC-78194,product_safety_recall,need-transportation,10,Transportation / Mobility / Vehicle Electrical,need-transportation-vehicle-electrical,Vehicle Electrical,Motocyclette,product-category-need-transportation-vehicle-el-motocyclette-680e0f8c,product-category-need-transportation-vehicle-el-motocyclette-680e0f8c-page-001,product-hc-78194,Motocyclette rappelé par ZERO MOTORCYCLES,,,SRC-HC-RECALLS,TC,78194,https://recalls-rappels.canada.ca/fr/avis-rappel/numero-rappel-transports-canada-2025464-zero-motorcycles,Current recall / safety evidence,Safety evidence only — current market availability not established,,Circuit électrique,Circuit électrique,,2025-09-15,False,,,,,,,96,55,,50,89,Health Canada recall / safety notice,French / bilingual source
HC-81446,product_safety_recall,need-transportation,10,Transportation / Mobility / Vehicle Electrical,need-transportation-vehicle-electrical,Vehicle Electrical,Motocyclette,product-category-need-transportation-vehicle-el-motocyclette-680e0f8c,product-category-need-transportation-vehicle-el-motocyclette-680e0f8c-page-001,product-hc-81446,Motocyclette rappelé par HONDA,,,SRC-HC-RECALLS,TC,81446,https://recalls-rappels.canada.ca/fr/avis-rappel/numero-rappel-transports-canada-2025721-honda,Current recall / safety evidence,Safety evidence only — current market availability not established,,Circuit électrique,Circuit électrique,,2025-12-31,False,,,,,,,96,55,,50,89,Health Canada recall / safety notice,French / bilingual source
HC-81658,product_safety_recall,need-transportation,10,Transportation / Mobility / Vehicle Electrical,need-transportation-vehicle-electrical,Vehicle Electrical,Motocyclette,product-category-need-transportation-vehicle-el-motocyclette-680e0f8c,product-category-need-transportation-vehicle-el-motocyclette-680e0f8c-page-001,product-hc-81658,Motocyclette rappelé par TRIUMPH,,,SRC-HC-RECALLS,TC,81658,https://recalls-rappels.canada.ca/fr/avis-rappel/numero-rappel-transports-canada-2026058-triumph,Current recall / safety evidence,Safety evidence only — current market availability not established,,Circuit électrique,Circuit électrique,,2026-02-25,False,,,,,,,96,55,,50,89,Health Canada recall / safety notice,French / bilingual source
HC-81713,product_safety_recall,need-transportation,10,Transportation / Mobility / Vehicle Electrical,need-transportation-vehicle-electrical,Vehicle Electrical,Motocyclette,product-category-need-transportation-vehicle-el-motocyclette-680e0f8c,product-category-need-transportation-vehicle-el-motocyclette-680e0f8c-page-001,product-hc-81713,Motocyclette rappelé par BMW,,,SRC-HC-RECALLS,TC,81713,https://recalls-rappels.canada.ca/fr/avis-rappel/numero-rappel-transports-canada-2026092-bmw,Current recall / safety evidence,Safety evidence only — current market availability not established,,Circuit électrique,Circuit électrique,,2026-03-05,False,,,,,,,96,55,,50,89,Health Canada recall / safety notice,French / bilingual source
HC-81954,product_safety_recall,need-transportation,10,Transportation / Mobility / Vehicle Electrical,need-transportation-vehicle-electrical,Vehicle Electrical,Motocyclette,product-category-need-transportation-vehicle-el-motocyclette-680e0f8c,product-category-need-transportation-vehicle-el-motocyclette-680e0f8c-page-001,product-hc-81954,Motocyclette rappelé par BMW,,,SRC-HC-RECALLS,TC,81954,https://recalls-rappels.canada.ca/fr/avis-rappel/numero-rappel-transports-canada-2026169-bmw,Current recall / safety evidence,Safety evidence only — current market availability not established,,Circuit électrique,Circuit électrique,,2026-04-15,False,,,,,,,96,55,,50,89,Health Canada recall / safety notice,French / bilingual source
HC-72246,product_safety_recall,need-transportation,10,Transportation / Mobility / Vehicle Electrical,need-transportation-vehicle-electrical,Vehicle Electrical,Tricycle à moteur,product-category-need-transportation-vehicle-el-tricycle-a-moteur-e3039b19,product-category-need-transportation-vehicle-el-tricycle-a-moteur-e3039b19-page-001,product-hc-72246,Tricycle à moteur rappelé par BOMBARDIER RECREATIONAL PRODUCTS,,,SRC-HC-RECALLS,TC,72246,https://recalls-rappels.canada.ca/fr/avis-rappel/numero-rappel-transports-canada-2022605-bombardier-recreational-products,Current recall / safety evidence,Safety evidence only — current market availability not established,,Circuit électrique,Circuit électrique,,2023-09-27,False,,,,,,,96,55,,50,89,Health Canada recall / safety notice,French / bilingual source
HC-81124,product_safety_recall,need-transportation,10,Transportation / Mobility / Vehicle Electrical,need-transportation-vehicle-electrical,Vehicle Electrical,Voiture,product-category-need-transportation-vehicle-el-voiture-f68091ca,product-category-need-transportation-vehicle-el-voiture-f68091ca-page-003,product-hc-81124,Voiture rappelé par,,,SRC-HC-RECALLS,TC,81124,https://recalls-rappels.canada.ca/fr/avis-rappel/numero-rappel-transports-canada-2022397,Current recall / safety evidence,Safety evidence only — current market availability not established,,Circuit électrique,Circuit électrique,,,False,,,,,,,96,55,,50,78,Health Canada recall / safety notice,French / bilingual source
HC-81029,product_safety_recall,need-transportation,10,Transportation / Mobility / Vehicle Electrical,need-transportation-vehicle-electrical,Vehicle Electrical,Voiture,product-category-need-transportation-vehicle-el-voiture-f68091ca,product-category-need-transportation-vehicle-el-voiture-f68091ca-page-003,product-hc-81029,Voiture rappelé par,,,SRC-HC-RECALLS,TC,81029,https://recalls-rappels.canada.ca/fr/avis-rappel/numero-rappel-transports-canada-2022278,Current recall / safety evidence,Safety evidence only — current market availability not established,,Circuit électrique,Circuit électrique,,,False,,,,,,,96,55,,50,78,Health Canada recall / safety notice,French / bilingual source
HC-80897,product_safety_recall,need-transportation,10,Transportation / Mobility / Vehicle Electrical,need-transportation-vehicle-electrical,Vehicle Electrical,Voiture,product-category-need-transportation-vehicle-el-voiture-f68091ca,product-category-need-transportation-vehicle-el-voiture-f68091ca-page-003,product-hc-80897,Voiture rappelé par,,,SRC-HC-RECALLS,TC,80897,https://recalls-rappels.canada.ca/fr/avis-rappel/numero-rappel-transports-canada-2022127,Current recall / safety evidence,Safety evidence only — current market availability not established,,Circuit électrique,Circuit électrique,,,False,,,,,,,96,55,,50,78,Health Canada recall / safety notice,French / bilingual source
HC-80287,product_safety_recall,need-transportation,10,Transportation / Mobility / Vehicle Electrical,need-transportation-vehicle-electrical,Vehicle Electrical,Voiture,product-category-need-transportation-vehicle-el-voiture-f68091ca,product-category-need-transportation-vehicle-el-voiture-f68091ca-page-003,product-hc-80287,Voiture rappelé par,,,SRC-HC-RECALLS,TC,80287,https://recalls-rappels.canada.ca/fr/avis-rappel/numero-rappel-transports-canada-2021185,Current recall / safety evidence,Safety evidence only — current market availability not established,,Circuit électrique,Circuit électrique,,,False,,,,,,,96,55,,50,78,Health Canada recall / safety notice,French / bilingual source
HC-80120,product_safety_recall,need-transportation,10,Transportation / Mobility / Vehicle Electrical,need-transportation-vehicle-electrical,Vehicle Electrical,Voiture,product-category-need-transportation-vehicle-el-voiture-f68091ca,product-category-need-transportation-vehicle-el-voiture-f68091ca-page-003,product-hc-80120,Voiture rappelé par,,,SRC-HC-RECALLS,TC,80120,https://recalls-rappels.canada.ca/fr/avis-rappel/numero-rappel-transports-canada-2020611,Current recall / safety evidence,Safety evidence only — current market availability not established,,Circuit électrique,Circuit électrique,,,False,,,,,,,96,55,,50,78,Health Canada recall / safety notice,French / bilingual source
HC-80114,product_safety_recall,need-transportation,10,Transportation / Mobility / Vehicle Electrical,need-transportation-vehicle-electrical,Vehicle Electrical,Voiture,product-category-need-transportation-vehicle-el-voiture-f68091ca,product-category-need-transportation-vehicle-el-voiture-f68091ca-page-003,product-hc-80114,Voiture rappelé par,,,SRC-HC-RECALLS,TC,80114,https://recalls-rappels.canada.ca/fr/avis-rappel/numero-rappel-transports-canada-2020604,Current recall / safety evidence,Safety evidence only — current market availability not established,,Circuit électrique,Circuit électrique,,,False,,,,,,,96,55,,50,78,Health Canada recall / safety notice,French / bilingual source
HC-80094,product_safety_recall,need-transportation,10,Transportation / Mobility / Vehicle Electrical,need-transportation-vehicle-electrical,Vehicle Electrical,Voiture,product-category-need-transportation-vehicle-el-voiture-f68091ca,product-category-need-transportation-vehicle-el-voiture-f68091ca-page-003,product-hc-80094,Voiture rappelé par,,,SRC-HC-RECALLS,TC,80094,https://recalls-rappels.canada.ca/fr/avis-rappel/numero-rappel-transports-canada-2020575,Current recall / safety evidence,Safety evidence only — current market availability not established,,Circuit électrique,Circuit électrique,,,False,,,,,,,96,55,,50,78,Health Canada recall / safety notice,French / bilingual source
HC-79876,product_safety_recall,need-transportation,10,Transportation / Mobility / Vehicle Electrical,need-transportation-vehicle-electrical,Vehicle Electrical,Voiture,product-category-need-transportation-vehicle-el-voiture-f68091ca,product-category-need-transportation-vehicle-el-voiture-f68091ca-page-003,product-hc-79876,Voiture rappelé par,,,SRC-HC-RECALLS,TC,79876,https://recalls-rappels.canada.ca/fr/avis-rappel/numero-rappel-transports-canada-2020284,Current recall / safety evidence,Safety evidence only — current market availability not established,,Circuit électrique,Circuit électrique,,,False,,,,,,,96,55,,50,78,Health Canada recall / safety notice,French / bilingual source
HC-79797,product_safety_recall,need-transportation,10,Transportation / Mobility / Vehicle Electrical,need-transportation-vehicle-electrical,Vehicle Electrical,Voiture,product-category-need-transportation-vehicle-el-voiture-f68091ca,product-category-need-transportation-vehicle-el-voiture-f68091ca-page-003,product-hc-79797,Voiture rappelé par,,,SRC-HC-RECALLS,TC,79797,https://recalls-rappels.canada.ca/fr/avis-rappel/numero-rappel-transports-canada-2020176,Current recall / safety evidence,Safety evidence only — current market availability not established,,Circuit électrique,Circuit électrique,,,False,,,,,,,96,55,,50,78,Health Canada recall / safety notice,French / bilingual source
HC-79776,product_safety_recall,need-transportation,10,Transportation / Mobility / Vehicle Electrical,need-transportation-vehicle-electrical,Vehicle Electrical,Voiture,product-category-need-transportation-vehicle-el-voiture-f68091ca,product-category-need-transportation-vehicle-el-voiture-f68091ca-page-003,product-hc-79776,Voiture rappelé par,,,SRC-HC-RECALLS,TC,79776,https://recalls-rappels.canada.ca/fr/avis-rappel/numero-rappel-transports-canada-2020149,Current recall / safety evidence,Safety evidence only — current market availability not established,,Circuit électrique,Circuit électrique,,,False,,,,,,,96,55,,50,78,Health Canada recall / safety notice,French / bilingual source
HC-79624,product_safety_recall,need-transportation,10,Transportation / Mobility / Vehicle Electrical,need-transportation-vehicle-electrical,Vehicle Electrical,Voiture,product-category-need-transportation-vehicle-el-voiture-f68091ca,product-category-need-transportation-vehicle-el-voiture-f68091ca-page-003,product-hc-79624,Voiture rappelé par,,,SRC-HC-RECALLS,TC,79624,https://recalls-rappels.canada.ca/fr/avis-rappel/numero-rappel-transports-canada-2019626,Current recall / safety evidence,Safety evidence only — current market availability not established,,Circuit électrique,Circuit électrique,,,False,,,,,,,96,55,,50,78,Health Canada recall / safety notice,French / bilingual source
HC-79490,product_safety_recall,need-transportation,10,Transportation / Mobility / Vehicle Electrical,need-transportation-vehicle-electrical,Vehicle Electrical,Voiture,product-category-need-transportation-vehicle-el-voiture-f68091ca,product-category-need-transportation-vehicle-el-voiture-f68091ca-page-003,product-hc-79490,Voiture rappelé par,,,SRC-HC-RECALLS,TC,79490,https://recalls-rappels.canada.ca/fr/avis-rappel/numero-rappel-transports-canada-2019463,Current recall / safety evidence,Safety evidence only — current market availability not established,,Circuit électrique,Circuit électrique,,,False,,,,,,,96,55,,50,78,Health Canada recall / safety notice,French / bilingual source
HC-79481,product_safety_recall,need-transportation,10,Transportation / Mobility / Vehicle Electrical,need-transportation-vehicle-electrical,Vehicle Electrical,Voiture,product-category-need-transportation-vehicle-el-voiture-f68091ca,product-category-need-transportation-vehicle-el-voiture-f68091ca-page-003,product-hc-79481,Voiture rappelé par,,,SRC-HC-RECALLS,TC,79481,https://recalls-rappels.canada.ca/fr/avis-rappel/numero-rappel-transports-canada-2019453,Current recall / safety evidence,Safety evidence only — current market availability not established,,Circuit électrique,Circuit électrique,,,False,,,,,,,96,55,,50,78,Health Canada recall / safety notice,French / bilingual source
HC-71849,product_safety_recall,need-transportation,10,Transportation / Mobility / Vehicle Electrical,need-transportation-vehicle-electrical,Vehicle Electrical,Voiture,product-category-need-transportation-vehicle-el-voiture-f68091ca,product-category-need-transportation-vehicle-el-voiture-f68091ca-page-003,product-hc-71849,Voiture rappelé par NISSAN,,,SRC-HC-RECALLS,TC,71849,https://recalls-rappels.canada.ca/fr/avis-rappel/numero-rappel-transports-canada-2010129-nissan,Current recall / safety evidence,Safety evidence only — current market availability not established,,Circuit électrique,Circuit électrique,,2011-02-15,False,,,,,,,96,55,,50,89,Health Canada recall / safety notice,French / bilingual source
HC-71774,product_safety_recall,need-transportation,10,Transportation / Mobility / Vehicle Electrical,need-transportation-vehicle-electrical,Vehicle Electrical,Voiture,product-category-need-transportation-vehicle-el-voiture-f68091ca,product-category-need-transportation-vehicle-el-voiture-f68091ca-page-003,product-hc-71774,Voiture rappelé par SUBARU,,,SRC-HC-RECALLS,TC,71774,https://recalls-rappels.canada.ca/fr/avis-rappel/numero-rappel-transports-canada-2010205-subaru,Current recall / safety evidence,Safety evidence only — current market availability not established,,Circuit électrique,Circuit électrique,,2011-02-15,False,,,,,,,96,55,,50,89,Health Canada recall / safety notice,French / bilingual source
HC-71690,product_safety_recall,need-transportation,10,Transportation / Mobility / Vehicle Electrical,need-transportation-vehicle-electrical,Vehicle Electrical,Voiture,product-category-need-transportation-vehicle-el-voiture-f68091ca,product-category-need-transportation-vehicle-el-voiture-f68091ca-page-003,product-hc-71690,Voiture rappelé par KIA,,,SRC-HC-RECALLS,TC,71690,https://recalls-rappels.canada.ca/fr/avis-rappel/numero-rappel-transports-canada-2010290-kia,Current recall / safety evidence,Safety evidence only — current market availability not established,,Circuit électrique,Circuit électrique,,2011-03-01,False,,,,,,,96,55,,50,89,Health Canada recall / safety notice,French / bilingual source
HC-71645,product_safety_recall,need-transportation,10,Transportation / Mobility / Vehicle Electrical,need-transportation-vehicle-electrical,Vehicle Electrical,Voiture,product-category-need-transportation-vehicle-el-voiture-f68091ca,product-category-need-transportation-vehicle-el-voiture-f68091ca-page-003,product-hc-71645,Voiture rappelé par TESLA,,,SRC-HC-RECALLS,TC,71645,https://recalls-rappels.canada.ca/fr/avis-rappel/numero-rappel-transports-canada-2010337-tesla,Current recall / safety evidence,Safety evidence only — current market availability not established,,Circuit électrique,Circuit électrique,,2011-03-08,False,,,,,,,96,55,,50,89,Health Canada recall / safety notice,French / bilingual source
HC-71580,product_safety_recall,need-transportation,10,Transportation / Mobility / Vehicle Electrical,need-transportation-vehicle-electrical,Vehicle Electrical,Voiture,product-category-need-transportation-vehicle-el-voiture-f68091ca,product-category-need-transportation-vehicle-el-voiture-f68091ca-page-003,product-hc-71580,Voiture rappelé par NISSAN,,,SRC-HC-RECALLS,TC,71580,https://recalls-rappels.canada.ca/fr/avis-rappel/numero-rappel-transports-canada-2010403-nissan,Current recall / safety evidence,Safety evidence only — current market availability not established,,Circuit électrique,Circuit électrique,,2011-03-16,False,,,,,,,96,55,,50,89,Health Canada recall / safety notice,French / bilingual source
HC-71598,product_safety_recall,need-transportation,10,Transportation / Mobility / Vehicle Electrical,need-transportation-vehicle-electrical,Vehicle Electrical,Voiture,product-category-need-transportation-vehicle-el-voiture-f68091ca,product-category-need-transportation-vehicle-el-voiture-f68091ca-page-003,product-hc-71598,Voiture rappelé par GENERAL MOTORS,,,SRC-HC-RECALLS,TC,71598,https://recalls-rappels.canada.ca/fr/avis-rappel/numero-rappel-transports-canada-2010385-general-motors,Current recall / safety evidence,Safety evidence only — current market availability not established,,Circuit électrique,Circuit électrique,,2011-04-04,False,,,,,,,96,55,,50,89,Health Canada recall / safety notice,French / bilingual source
HC-71420,product_safety_recall,need-transportation,10,Transportation / Mobility / Vehicle Electrical,need-transportation-vehicle-electrical,Vehicle Electrical,Voiture,product-category-need-transportation-vehicle-el-voiture-f68091ca,product-category-need-transportation-vehicle-el-voiture-f68091ca-page-003,product-hc-71420,Voiture rappelé par HONDA,,,SRC-HC-RECALLS,TC,71420,https://recalls-rappels.canada.ca/fr/avis-rappel/numero-rappel-transports-canada-2011098-honda,Current recall / safety evidence,Safety evidence only — current market availability not established,,Circuit électrique,Circuit électrique,,2011-05-05,False,,,,,,,96,55,,50,89,Health Canada recall / safety notice,French / bilingual source
HC-71242,product_safety_recall,need-transportation,10,Transportation / Mobility / Vehicle Electrical,need-transportation-vehicle-electrical,Vehicle Electrical,Voiture,product-category-need-transportation-vehicle-el-voiture-f68091ca,product-category-need-transportation-vehicle-el-voiture-f68091ca-page-003,product-hc-71242,Voiture rappelé par GENERAL MOTORS,,,SRC-HC-RECALLS,TC,71242,https://recalls-rappels.canada.ca/fr/avis-rappel/numero-rappel-transports-canada-2011284-general-motors,Current recall / safety evidence,Safety evidence only — current market availability not established,,Circuit électrique,Circuit électrique,,2011-08-08,False,,,,,,,96,55,,50,89,Health Canada recall / safety notice,French / bilingual source
HC-71387,product_safety_recall,need-transportation,10,Transportation / Mobility / Vehicle Electrical,need-transportation-vehicle-electrical,Vehicle Electrical,Voiture,product-category-need-transportation-vehicle-el-voiture-f68091ca,product-category-need-transportation-vehicle-el-voiture-f68091ca-page-003,product-hc-71387,Voiture rappelé par VOLKSWAGEN,,,SRC-HC-RECALLS,TC,71387,https://recalls-rappels.canada.ca/fr/avis-rappel/numero-rappel-transports-canada-2011132-volkswagen,Current recall / safety evidence,Safety evidence only — current market availability not established,,Circuit électrique,Circuit électrique,,2011-08-08,False,,,,,,,96,55,,50,89,Health Canada recall / safety notice,French / bilingual source
HC-71186,product_safety_recall,need-transportation,10,Transportation / Mobility / Vehicle Electrical,need-transportation-vehicle-electrical,Vehicle Electrical,Voiture,product-category-need-transportation-vehicle-el-voiture-f68091ca,product-category-need-transportation-vehicle-el-voiture-f68091ca-page-003,product-hc-71186,Voiture rappelé par SUBARU,,,SRC-HC-RECALLS,TC,71186,https://recalls-rappels.canada.ca/fr/avis-rappel/numero-rappel-transports-canada-2011342-subaru,Current recall / safety evidence,Safety evidence only — current market availability not established,,Circuit électrique,Circuit électrique,,2011-11-29,False,,,,,,,96,55,,50,89,Health Canada recall / safety notice,French / bilingual source
HC-71111,product_safety_recall,need-transportation,10,Transportation / Mobility / Vehicle Electrical,need-transportation-vehicle-electrical,Vehicle Electrical,Voiture,product-category-need-transportation-vehicle-el-voiture-f68091ca,product-category-need-transportation-vehicle-el-voiture-f68091ca-page-003,product-hc-71111,Voiture rappelé par NISSAN,,,SRC-HC-RECALLS,TC,71111,https://recalls-rappels.canada.ca/fr/avis-rappel/numero-rappel-transports-canada-2011421-nissan,Current recall / safety evidence,Safety evidence only — current market availability not established,,Circuit électrique,Circuit électrique,,2012-02-16,False,,,,,,,96,55,,50,89,Health Canada recall / safety notice,French / bilingual source
HC-71083,product_safety_recall,need-transportation,10,Transportation / Mobility / Vehicle Electrical,need-transportation-vehicle-electrical,Vehicle Electrical,Voiture,product-category-need-transportation-vehicle-el-voiture-f68091ca,product-category-need-transportation-vehicle-el-voiture-f68091ca-page-003,product-hc-71083,Voiture rappelé par BMW,,,SRC-HC-RECALLS,TC,71083,https://recalls-rappels.canada.ca/fr/avis-rappel/numero-rappel-transports-canada-2012008-bmw,Current recall / safety evidence,Safety evidence only — current market availability not established,,Circuit électrique,Circuit électrique,,2012-04-10,False,,,,,,,96,55,,50,89,Health Canada recall / safety notice,French / bilingual source
HC-70984,product_safety_recall,need-transportation,10,Transportation / Mobility / Vehicle Electrical,need-transportation-vehicle-electrical,Vehicle Electrical,Voiture,product-category-need-transportation-vehicle-el-voiture-f68091ca,product-category-need-transportation-vehicle-el-voiture-f68091ca-page-003,product-hc-70984,Voiture rappelé par BMW,,,SRC-HC-RECALLS,TC,70984,https://recalls-rappels.canada.ca/fr/avis-rappel/numero-rappel-transports-canada-2012109-bmw,Current recall / safety evidence,Safety evidence only — current market availability not established,,Circuit électrique,Circuit électrique,,2012-05-17,False,,,,,,,96,55,,50,89,Health Canada recall / safety notice,French / bilingual source
HC-70943,product_safety_recall,need-transportation,10,Transportation / Mobility / Vehicle Electrical,need-transportation-vehicle-electrical,Vehicle Electrical,Voiture,product-category-need-transportation-vehicle-el-voiture-f68091ca,product-category-need-transportation-vehicle-el-voiture-f68091ca-page-002,product-hc-70943,Voiture rappelé par FIAT CHRYSLER AUTOMOBILES,,,SRC-HC-RECALLS,TC,70943,https://recalls-rappels.canada.ca/fr/avis-rappel/numero-rappel-transports-canada-2012153-fiat-chrysler-automobiles,Current recall / safety evidence,Safety evidence only — current market availability not established,,Circuit électrique,Circuit électrique,,2012-05-28,False,,,,,,,96,55,,50,89,Health Canada recall / safety notice,French / bilingual source
HC-70795,product_safety_recall,need-transportation,10,Transportation / Mobility / Vehicle Electrical,need-transportation-vehicle-electrical,Vehicle Electrical,Voiture,product-category-need-transportation-vehicle-el-voiture-f68091ca,product-category-need-transportation-vehicle-el-voiture-f68091ca-page-002,product-hc-70795,Voiture rappelé par GENERAL MOTORS,,,SRC-HC-RECALLS,TC,70795,https://recalls-rappels.canada.ca/fr/avis-rappel/numero-rappel-transports-canada-2012304-general-motors,Current recall / safety evidence,Safety evidence only — current market availability not established,,Circuit électrique,Circuit électrique,,2013-01-21,False,,,,,,,96,55,,50,89,Health Canada recall / safety notice,French / bilingual source
HC-70584,product_safety_recall,need-transportation,10,Transportation / Mobility / Vehicle Electrical,need-transportation-vehicle-electrical,Vehicle Electrical,Voiture,product-category-need-transportation-vehicle-el-voiture-f68091ca,product-category-need-transportation-vehicle-el-voiture-f68091ca-page-002,product-hc-70584,Voiture rappelé par FIAT CHRYSLER AUTOMOBILES,,,SRC-HC-RECALLS,TC,70584,https://recalls-rappels.canada.ca/fr/avis-rappel/numero-rappel-transports-canada-2013091-fiat-chrysler-automobiles,Current recall / safety evidence,Safety evidence only — current market availability not established,,Circuit électrique,Circuit électrique,,2013-03-25,False,,,,,,,96,55,,50,89,Health Canada recall / safety notice,French / bilingual source
HC-70760,product_safety_recall,need-transportation,10,Transportation / Mobility / Vehicle Electrical,need-transportation-vehicle-electrical,Vehicle Electrical,Voiture,product-category-need-transportation-vehicle-el-voiture-f68091ca,product-category-need-transportation-vehicle-el-voiture-f68091ca-page-002,product-hc-70760,Voiture rappelé par GENERAL MOTORS,,,SRC-HC-RECALLS,TC,70760,https://recalls-rappels.canada.ca/fr/avis-rappel/numero-rappel-transports-canada-2012342-general-motors,Current recall / safety evidence,Safety evidence only — current market availability not established,,Circuit électrique,Circuit électrique,,2013-04-08,False,,,,,,,96,55,,50,89,Health Canada recall / safety notice,French / bilingual source
HC-70593,product_safety_recall,need-transportation,10,Transportation / Mobility / Vehicle Electrical,need-transportation-vehicle-electrical,Vehicle Electrical,Voiture,product-category-need-transportation-vehicle-el-voiture-f68091ca,product-category-need-transportation-vehicle-el-voiture-f68091ca-page-002,product-hc-70593,Voiture rappelé par HONDA,,,SRC-HC-RECALLS,TC,70593,https://recalls-rappels.canada.ca/fr/avis-rappel/numero-rappel-transports-canada-2013082-honda,Current recall / safety evidence,Safety evidence only — current market availability not established,,Circuit électrique,Circuit électrique,,2013-04-11,False,,,,,,,96,55,,50,89,Health Canada recall / safety notice,French / bilingual source
HC-70532,product_safety_recall,need-transportation,10,Transportation / Mobility / Vehicle Electrical,need-transportation-vehicle-electrical,Vehicle Electrical,Voiture,product-category-need-transportation-vehicle-el-voiture-f68091ca,product-category-need-transportation-vehicle-el-voiture-f68091ca-page-002,product-hc-70532,Voiture rappelé par GENERAL MOTORS,,,SRC-HC-RECALLS,TC,70532,https://recalls-rappels.canada.ca/fr/avis-rappel/numero-rappel-transports-canada-2013149-general-motors,Current recall / safety evidence,Safety evidence only — current market availability not established,,Circuit électrique,Circuit électrique,,2013-05-28,False,,,,,,,96,55,,50,89,Health Canada recall / safety notice,French / bilingual source
HC-71951,product_safety_recall,need-transportation,10,Transportation / Mobility / Vehicle Electrical,need-transportation-vehicle-electrical,Vehicle Electrical,Voiture,product-category-need-transportation-vehicle-el-voiture-f68091ca,product-category-need-transportation-vehicle-el-voiture-f68091ca-page-002,product-hc-71951,Voiture rappelé par HONDA,,,SRC-HC-RECALLS,TC,71951,https://recalls-rappels.canada.ca/fr/avis-rappel/numero-rappel-transports-canada-2010025-honda,Current recall / safety evidence,Safety evidence only — current market availability not established,,Circuit électrique,Circuit électrique,,2013-06-25,False,,,,,,,96,55,,50,89,Health Canada recall / safety notice,French / bilingual source
HC-70497,product_safety_recall,need-transportation,10,Transportation / Mobility / Vehicle Electrical,need-transportation-vehicle-electrical,Vehicle Electrical,Voiture,product-category-need-transportation-vehicle-el-voiture-f68091ca,product-category-need-transportation-vehicle-el-voiture-f68091ca-page-002,product-hc-70497,Voiture rappelé par FORD,,,SRC-HC-RECALLS,TC,70497,https://recalls-rappels.canada.ca/fr/avis-rappel/numero-rappel-transports-canada-2013187-ford,Current recall / safety evidence,Safety evidence only — current market availability not established,,Circuit électrique,Circuit électrique,,2013-07-03,False,,,,,,,96,55,,50,89,Health Canada recall / safety notice,French / bilingual source
HC-70416,product_safety_recall,need-transportation,10,Transportation / Mobility / Vehicle Electrical,need-transportation-vehicle-electrical,Vehicle Electrical,Voiture,product-category-need-transportation-vehicle-el-voiture-f68091ca,product-category-need-transportation-vehicle-el-voiture-f68091ca-page-002,product-hc-70416,Voiture rappelé par JAGUAR,,,SRC-HC-RECALLS,TC,70416,https://recalls-rappels.canada.ca/fr/avis-rappel/numero-rappel-transports-canada-2013268-jaguar,Current recall / safety evidence,Safety evidence only — current market availability not established,,Circuit électrique,Circuit électrique,,2013-08-06,False,,,,,,,96,55,,50,89,Health Canada recall / safety notice,French / bilingual source
HC-70468,product_safety_recall,need-transportation,10,Transportation / Mobility / Vehicle Electrical,need-transportation-vehicle-electrical,Vehicle Electrical,Voiture,product-category-need-transportation-vehicle-el-voiture-f68091ca,product-category-need-transportation-vehicle-el-voiture-f68091ca-page-002,product-hc-70468,Voiture rappelé par HONDA,,,SRC-HC-RECALLS,TC,70468,https://recalls-rappels.canada.ca/fr/avis-rappel/numero-rappel-transports-canada-2013216-honda,Current recall / safety evidence,Safety evidence only — current market availability not established,,Circuit électrique,Circuit électrique,,2013-08-21,False,,,,,,,96,55,,50,89,Health Canada recall / safety notice,French / bilingual source
HC-70333,product_safety_recall,need-transportation,10,Transportation / Mobility / Vehicle Electrical,need-transportation-vehicle-electrical,Vehicle Electrical,Voiture,product-category-need-transportation-vehicle-el-voiture-f68091ca,product-category-need-transportation-vehicle-el-voiture-f68091ca-page-002,product-hc-70333,Voiture rappelé par TOYOTA,,,SRC-HC-RECALLS,TC,70333,https://recalls-rappels.canada.ca/fr/avis-rappel/numero-rappel-transports-canada-2013352-toyota,Current recall / safety evidence,Safety evidence only — current market availability not established,,Circuit électrique,Circuit électrique,,2013-10-15,False,,,,,,,96,55,,50,89,Health Canada recall / safety notice,French / bilingual source
HC-70345,product_safety_recall,need-transportation,10,Transportation / Mobility / Vehicle Electrical,need-transportation-vehicle-electrical,Vehicle Electrical,Voiture,product-category-need-transportation-vehicle-el-voiture-f68091ca,product-category-need-transportation-vehicle-el-voiture-f68091ca-page-002,product-hc-70345,Voiture rappelé par FORD,,,SRC-HC-RECALLS,TC,70345,https://recalls-rappels.canada.ca/fr/avis-rappel/numero-rappel-transports-canada-2013340-ford,Current recall / safety evidence,Safety evidence only — current market availability not established,,Circuit électrique,Circuit électrique,,2013-11-14,False,,,,,,,96,55,,50,89,Health Canada recall / safety notice,French / bilingual source
